-2.479999999999999972e-05,-2.800000000000000297e-06,7.382646152528222154e-08
-2.479999999999999972e-05,-2.400000000000000315e-06,7.382646152528222154e-08
-2.479999999999999972e-05,-1.999999999999999909e-06,7.382646152528222154e-08
-2.479999999999999972e-05,-1.599999999999999928e-06,7.382646152528222154e-08
-2.479999999999999972e-05,-1.200000000000000157e-06,7.382646152528222154e-08
-2.479999999999999972e-05,-7.999999999999999638e-07,7.382646152528222154e-08
-2.479999999999999972e-05,-3.999999999999999819e-07,7.382646152528222154e-08
-2.479999999999999972e-05,0.000000000000000000e+00,7.382646152528222154e-08
-2.479999999999999972e-05,3.999999999999999819e-07,7.382646152528222154e-08
-2.479999999999999972e-05,7.999999999999999638e-07,7.382646152528222154e-08
-2.479999999999999972e-05,1.200000000000000157e-06,7.382646152528222154e-08
-2.479999999999999972e-05,1.599999999999999928e-06,7.382646152528222154e-08
-2.479999999999999972e-05,1.999999999999999909e-06,7.382646152528222154e-08
-2.479999999999999972e-05,2.400000000000000315e-06,7.382646152528222154e-08
-2.479999999999999972e-05,2.800000000000000297e-06,7.382646152528222154e-08
-2.440000000000000017e-05,-5.200000000000000188e-06,7.382646152528222154e-08
-2.440000000000000017e-05,-4.800000000000000630e-06,7.382646152528222154e-08
-2.440000000000000017e-05,-4.400000000000000224e-06,7.382646152528222154e-08
-2.440000000000000017e-05,-3.999999999999999819e-06,7.382646152528222154e-08
-2.440000000000000017e-05,-3.599999999999999837e-06,7.382646152528222154e-08
-2.440000000000000017e-05,-3.199999999999999855e-06,7.382646152528222154e-08
-2.440000000000000017e-05,-2.800000000000000297e-06,8.800671514385324688e-08
-2.440000000000000017e-05,-2.400000000000000315e-06,8.800671514385324688e-08
-2.440000000000000017e-05,-1.999999999999999909e-06,8.800671514385324688e-08
-2.440000000000000017e-05,-1.599999999999999928e-06,8.800671514385324688e-08
-2.440000000000000017e-05,-1.200000000000000157e-06,8.800671514385324688e-08
-2.440000000000000017e-05,-7.999999999999999638e-07,8.800671514385324688e-08
-2.440000000000000017e-05,-3.999999999999999819e-07,8.800671514385324688e-08
-2.440000000000000017e-05,0.000000000000000000e+00,8.800671514385324688e-08
-2.440000000000000017e-05,3.999999999999999819e-07,8.800671514385324688e-08
-2.440000000000000017e-05,7.999999999999999638e-07,8.800671514385324688e-08
-2.440000000000000017e-05,1.200000000000000157e-06,8.800671514385324688e-08
-2.440000000000000017e-05,1.599999999999999928e-06,8.800671514385324688e-08
-2.440000000000000017e-05,1.999999999999999909e-06,8.800671514385324688e-08
-2.440000000000000017e-05,2.400000000000000315e-06,8.800671514385324688e-08
-2.440000000000000017e-05,2.800000000000000297e-06,8.800671514385324688e-08
-2.440000000000000017e-05,3.199999999999999855e-06,7.382646152528222154e-08
-2.440000000000000017e-05,3.599999999999999837e-06,7.382646152528222154e-08
-2.440000000000000017e-05,3.999999999999999819e-06,7.382646152528222154e-08
